UF,MUN,COD_IBGE,num_mortes_prioridade,tipo,data_da_atualizacao,escolas_municipais_fechadas,Observações,escolas_estaduais_fechadas,Observações,universidades_fechadas,Observações,comercio_nao_essencial_fechado,Observações,espacos_publicos_fechados,Observações,transporte_publico_reduzido,Observações,igrejas_fechadas,Observações,eventos_de_grande_porte_cancelados,Observações,transporte_rodoviário_intermunicipal_cancelado,Observações,entrada_restrita_a_residentes,Observações,doentes_orientados_a_ficar_em_casa,Observações,distribuicao_merenda_escolar,Observações,restricao_horario_comercio,Observações,toque_de_recolher,Observações,circulacao_apenas_com_autorizacao,Observações,antecipacao_vacinacao,Observações,desinfeccao_cidade,Observações,distribuicao_cesta_basica,Observações,campanhas_publicas_para_ficar_em_casa,Observações,obrigatoriedade_uso_mascaras_espacos_publicos,Observações,limite_pessoas_por_aglomeracao,Observações,aplicacao_de_multa,Observações,Início de testagem,Observações,observação
AC,Plácido de Castro,1200385,1,fonte,4/20/2020,https://e-gov.betha.com.br/transparencia/01037-041/bfcfaces/blobtype?id=attachedDocuments&contentType=application/pdf&contentDisposition=inline&filename=Decreto%20n%20044.pdf,,https://g1.globo.com/ac/acre/noticia/2020/03/17/veja-servicos-que-terao-alteracoes-no-acre-por-precaucao-ao-novo-coronavirus.ghtml,,https://g1.globo.com/ac/acre/noticia/2020/03/17/veja-servicos-que-terao-alteracoes-no-acre-por-precaucao-ao-novo-coronavirus.ghtml,,https://g1.globo.com/ac/acre/noticia/2020/03/17/veja-servicos-que-terao-alteracoes-no-acre-por-precaucao-ao-novo-coronavirus.ghtml,,https://e-gov.betha.com.br/transparencia/01037-041/bfcfaces/blobtype?id=attachedDocuments&contentType=application/pdf&contentDisposition=inline&filename=Decreto%20n%20044.pdf,,,,,,https://e-gov.betha.com.br/transparencia/01037-041/bfcfaces/blobtype?id=attachedDocuments&contentType=application/pdf&contentDisposition=inline&filename=Decreto%20n%20044.pdf,,https://g1.globo.com/ac/acre/noticia/2020/03/17/veja-servicos-que-terao-alteracoes-no-acre-por-precaucao-ao-novo-coronavirus.ghtml,,https://g1.globo.com/ac/acre/noticia/2020/04/18/segunda-cidade-do-ac-com-maior-numero-de-casos-de-covid-19-passa-por-desinfeccao-de-ruas.ghtml,,https://www.placidodecastro.ac.gov.br/post/como-se-prevenir-contra-o-coronav%C3%ADrus,,https://g1.globo.com/ac/acre/noticia/2020/03/30/com-aulas-suspensas-devido-a-covid-19-governo-vai-distribuir-merenda-em-cestas-basicas-para-alunos-do-ac.ghtml,,https://g1.globo.com/ac/acre/noticia/2020/04/17/com-13-casos-de-covid-19-cidade-do-interior-do-acre-decreta-toque-de-recolher.ghtml,,https://www.placidodecastro.ac.gov.br/post/fique-em-casa,,https://www.placidodecastro.ac.gov.br/post/fique-em-casa,,,,https://www.placidodecastro.ac.gov.br/post/desinfec%C3%A7%C3%A3o-de-locais-p%C3%BAblicos,,https://g1.globo.com/ac/acre/noticia/2020/03/30/com-aulas-suspensas-devido-a-covid-19-governo-vai-distribuir-merenda-em-cestas-basicas-para-alunos-do-ac.ghtml,,https://www.placidodecastro.ac.gov.br/post/como-se-prevenir-contra-o-coronav%C3%ADrus,,https://folhadoacre.com.br/eleicoes-2018/comeca-hoje-uso-obrigatorio-de-mascaras-e-apenas-uma-pessoa-da-familia-nos-supermercados/,,https://e-gov.betha.com.br/transparencia/01037-041/bfcfaces/blobtype?id=attachedDocuments&contentType=application/pdf&contentDisposition=inline&filename=Decreto%20n%20044.pdf,,https://folhadoacre.com.br/eleicoes-2018/comeca-hoje-uso-obrigatorio-de-mascaras-e-apenas-uma-pessoa-da-familia-nos-supermercados/,,,,
AM,Carauari,1301001,1,data_comeco,4/20/2020,3/20/2020,,3/19/2020,,NA,,,,,,NA,,NA,,3/20/2020,,3/20/2020,,NA,,3/17/2020,,NA,,NA,,NA,,NA,,3/25/2020,,4/6/2020,,NA,,3/25/2020,,NA,,NA,,NA,,,,Plano de Contingência do Município: http://www.carauari.am.gov.br/wp-content/uploads/2020/03/PLANO-DE-CONTING%C3%8ANCIA-COVID-19-CARAUARI.pdf
AM,Carauari,1301001,1,data_fim,4/20/2020,4/30/2020,,,,NA,,,,,,NA,,NA,,,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,NA,,NA,,NA,,NA,,NA,,,,O Município de Carauari está fazendo barreira sanitátia no porto e aeroorto da cidade desde 03/17/2020. Fonte: http://www.carauari.am.gov.br/prefeito-de-carauari-anuncia-acoes-de-prevencao-contra-coronavirus-covid-19/
AM,Carauari,1301001,1,fonte,4/20/2020,"Início: Decreto 025/2020 de 20 de março de 2020; Fim: DECRETO Nº 031/2020 - GP, DE 17 DE ABRIL DE 2020. <https://diariomunicipalaam.org.br/>",,"Decreto 42.087, de 19 de março de 2020; <https://anec.org.br/wp-content/uploads/2020/03/19.03-DO-Amazonas.pdf>
",,https://www.altillo.com/pt/universidades/brasil/estado/amazonas.asp,,,,,,NA,,NA,,Decreto 025/2020 de 20 de março de 2020,,"Decreto 025/2020 de 20 de março de 2020 suspende Atracação de embarcações com origem no exterior, de Estados da Federação ou de municípios que tenham tido circulação comunitária do Coronavírus (COVID-19); <https://diariomunicipalaam.org.br/>",,NA,,Barreira sanitária:< http://www.carauari.am.gov.br/prefeito-de-carauari-anuncia-acoes-de-prevencao-contra-coronavirus-covid-19/>;  <Plano de contingência: http://www.carauari.am.gov.br/wp-content/uploads/2020/03/PLANO-DE-CONTING%C3%8ANCIA-COVID-19-CARAUARI.pdf>,,NA,,NA,,NA,,NA,,http://www.carauari.am.gov.br/prefeitura-de-carauari-iniciou-a-campanha-de-vacinacao/,,http://www.carauari.am.gov.br/com-apoio-da-gerencia-municipal-de-endemias-carauari-combate-o-covid-19-com-desinfeccao-em-ambientes-publicos/,,NA,,<https://www.facebook.com/reinaldonepomucenopereira.pereira/videos/2258400057596503/>; <https://www.facebook.com/GovernodoAmazonas/videos/499527034052767/>; <https://www.instagram.com/p/B-Ilk0zF8CJ/?utm_source=ig_web_copy_link>,,NA,,NA,,NA,,,,
AM,Careiro,1301100,1,data_comeco,4/20/2020,3/18/2020,,3/17/2020,,NA,,,,NA,,4/1/2020,,3/21/2020,,4/1/2020,,4/1/2020,,3/20/2020,,,,NA,,3/21/2020,,NA,,4/13/2020,,3/23/2020,,4/5/2020,,4/6/2020,,3/18/2020,,NA,,3/19/2020,,NA,,,,
AM,Careiro,1301100,1,data_fim,4/20/2020,4/30/2020,,,,NA,,,,NA,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,NA,,NA,,,,NA,,,,
AM,Careiro,1301100,1,fonte,4/20/2020,"Início: Decreto 003, de 18 de março de 2020  Fim: Decreto 006, de 1 de abril de 2020 <https://diariomunicipalaam.org.br/>",,"Decreto 42.063, de 17 de março de 2020: <https://anec.org.br/wp-content/uploads/2020/03/17.03-AM.pdf>",,https://www.altillo.com/pt/universidades/brasil/estado/amazonas.asp,,,,NA,,"Decreto 006, de 1 de abril de 2020 <https://diariomunicipalaam.org.br/pesquisa-avancada/pesquisar>; <https://diariomunicipalaam.org.br/>",,"Decreto nº 005, de 21 de março de 2020 <https://diariomunicipalaam.org.br/pesquisa-avancada/pesquisar>; <https://diariomunicipalaam.org.br/>",,"Decreto 006, de 1 de abril de 2020 <https://diariomunicipalaam.org.br/pesquisa-avancada/pesquisar>; <https://diariomunicipalaam.org.br/>",,"Decreto 006, de 1 de abril de 2020 <https://diariomunicipalaam.org.br/pesquisa-avancada/pesquisar>; <https://diariomunicipalaam.org.br/>",,"Decreto nº 004, de 20 de março de 2020, suspendeu todas as viagens turísticas decorrentes de via terrestre e fluvial <https://diariomunicipalaam.org.br/pesquisa-avancada/pesquisar>; <https://diariomunicipalaam.org.br/>",,,,NA,,"Decreto nº 005, de 21 de março de 2020<https://diariomunicipalaam.org.br/pesquisa-avancada/pesquisar>",,NA,,"Decreto 007, de 13 de abril de 2020 <https://diariomunicipalaam.org.br/pesquisa-avancada/pesquisar>",,https://www.facebook.com/prefeituradocareiro/posts/1319385534918969,,<https://portaldoamazonas.com.br/em-careiro-castanho-prefeitura-inicia-descontaminacao-de-ruas-e-espacos-publicos/?fbclid=IwAR3rPRVRSuv6Hz4kiauu4ysGi1gz2QrgPA3AeP13yMSL8P_MJ4pdzEjZFb0>; <https://www.facebook.com/prefeituradocareiro/posts/1327808357410020>,,<https://www.facebook.com/prefeituradocareiro/posts/1328704957320360>: Distribuição de peixes na semana santa,,<https://www.facebook.com/prefeituradocareiro/posts/1318028448388011>;<https://www.facebook.com/prefeituradocareiro/photos/a.409052619285603/1329371127253743/?type=3&theater>; <https://www.facebook.com/prefeituradocareiro/photos/a.409052619285603/1338843976306458/?type=3&theater>,,NA,,Decreto nº 003/2020 <https://diariomunicipalaam.org.br/pesquisa-avancada/pesquisar>,,NA,,,,
AM,Itacoatiara,1301902,1,data_comeco,4/21/2020,3/17/2020,,3/17/2020,,NA,,3/20/2020,,,,3/23/2020,,3/20/2020,,3/20/2020,,NA,,NA,,,,4/6/2020,,NA,,NA,,NA,,3/20/2020,,4/8/2020,,NA,,3/19/2020,,NA,,3/18/2020,,NA,,,,
AM,Itacoatiara,1301902,1,data_fim,4/21/2020,4/30/2020,,,,NA,,4/30/2020,,,,NA,,4/30/2020,,4/30/2020,,NA,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,4/30/2020,,NA,,,,
AM,Itacoatiara,1301902,1,fonte,4/21/2020,"Decreto 0866, de 17 de março de 2020 <http://www.itacoatiara.am.gov.br/wp-content/uploads/2020/04/Decreto-N.-0866-17.03.2020-Preven%C3%A7%C3%A3o-Coronav%C3%ADrus.pdf>",,"Decreto 42.063, de 17 de março de 2020: <https://anec.org.br/wp-content/uploads/2020/03/17.03-AM.pdf>",,https://www.altillo.com/pt/universidades/brasil/estado/amazonas.asp,,"DECRETO N. 0867, DE 20 DE MARÇO DE 2020.Código Identificador: JDNO83FPI.Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 24/03/2020 - Nº 2575.",,,,https://www.facebook.com/prefeituradeitacoatiara.am/videos/511692249522217/,,"DECRETO N. 0867, DE 20 DE MARÇO DE 2020.Código Identificador: JDNO83FPI.Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 24/03/2020 - Nº 2575.",,"DECRETO N. 0867, DE 20 DE MARÇO DE 2020.Código Identificador: JDNO83FPI.Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 24/03/2020 - Nº 2575.",,NA,,NA,,,,https://www.facebook.com/prefeituradeitacoatiara.am/videos/834204660423674/,,NA,,NA,,NA,,https://www.facebook.com/prefeituradeitacoatiara.am/photos/a.1874164666192291/2646506362291447/?type=3,,https://www.facebook.com/prefeituradeitacoatiara.am/videos/149144786516730/,,NA,,https://www.facebook.com/prefeituradeitacoatiara.am/posts/2643725189236231,,NA,,"Decreto 0866, de 17 de março de 2020 <http://www.itacoatiara.am.gov.br/wp-content/uploads/2020/04/Decreto-N.-0866-17.03.2020-Preven%C3%A7%C3%A3o-Coronav%C3%ADrus.pdf>",,NA,,,,
AM,Manicoré,1302702,1,data_comeco,4/28/2020,4/6/2020,,3/19/2020,,NA,,NA,,NA,,4/23/2020,,NA,,4/6/2020,,,,NA,,4/9/2020,,4/15/2020,,NA,,,,NA,,,,NA,,NA,,NA,,4/23/2020,,4/9/2020,,4/9/2020,,,,
AM,Manicoré,1302702,1,data_fim,4/22/2020,5/30/2020,,,,NA,,NA,,NA,,,,NA,,4/15/2020,,,,NA,,,,,,NA,,,,NA,,,,NA,,NA,,NA,,,,4/30/2020,,,,,,
AM,Manicoré,1302702,1,fonte,4/22/2020,"Início:DECRETO MUNICIPAL Nº 231, DE 06 DE ABRIL DE 2020; Código Identificador: S5TAAG1ZN; Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 07/04/2020 - Nº 2585. https://diariomunicipalaam.org.br/// Fim DECRETO Nº 243/2020, DE 23 DE ABRIL DE 2020; Código Identificador: PYXRQSEWJ; Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 24/04/2020 - Nº 2596.",,"Decreto 42.087, de 19 de março de 2020; <https://anec.org.br/wp-content/uploads/2020/03/19.03-DO-Amazonas.pdf>",,https://www.altillo.com/pt/universidades/brasil/estado/amazonas.asp,,NA,,NA,,"DECRETO Nº 243/2020, DE 23 DE ABRIL DE 2020; Código Identificador: PYXRQSEWJ; Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 24/04/2020 - Nº 2596.",,NA,,"DECRETO MUNICIPAL Nº 231, DE 06 DE ABRIL DE 2020; Código Identificador: S5TAAG1ZN; Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 07/04/2020 - Nº 2585. https://diariomunicipalaam.org.br/",,,,,,DECRETO MUNICIPAL Nº240/2020 DE 09 DE ABRIL DE 2020.,,DECRETO MUNICIPAL Nº241/2020 DE 15 DE ABRIL DE 2020; Código Identificador: 0UTLGWDSH; Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 17/04/2020 - Nº 2592.,,NA,,,,NA,,,,NA,,NA,,NA,,"DECRETO Nº 243/2020, DE 23 DE ABRIL DE 2020; Código Identificador: PYXRQSEWJ; Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 24/04/2020 - Nº 2596.",,DECRETO MUNICIPAL Nº240/2020 DE 09 DE ABRIL DE 2020.,,DECRETO MUNICIPAL Nº240/2020 DE 09 DE ABRIL DE 2020.,,,,
AM,Novo Airão,1303205,1,data_comeco,4/22/2020,3/22/2020,,3/17/2020,,NA,,,,3/22/2020,,3/24/2020,,3/22/2020,,3/22/2020,,NA,,NA,,,,3/30/2020,,NA,,3/30/2020,,NA,,3/23/2020,,NA,,3/30/2020,,3/22/2020,,NA,,NA,,3/30/2020,,,,
AM,Novo Airão,1303205,1,data_fim,4/22/2020,4/30/2020,,,,NA,,,,NA,,4/8/2020,,,,,,NA,,NA,,,,,,NA,,5/15/2020,,NA,,,,NA,,,,,,NA,,NA,,5/15/2020,,,,
AM,Novo Airão,1303205,1,fonte,4/22/2020,"DECRETO MUNICIPAL Nº 011, DE 20 DE MARÇO DE 2020; Código Identificador: CWHXIZED0; Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 24/03/2020 - Nº 2575.",,"Decreto 42.063, de 17 de março de 2020: <https://anec.org.br/wp-content/uploads/2020/03/17.03-AM.pdf>",,https://www.altillo.com/pt/universidades/brasil/estado/amazonas.asp,,"DECRETO MUNICIPAL Nº 011, DE 20 DE MARÇO DE 2020; Código Identificador: CWHXIZED0; Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 24/03/2020 - Nº 2575.// DECRETO MUNICIPAL Nº 013, DE 30 DE MARÇO DE 2020; Código Identificador: S69JEOTQ5; Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 31/03/2020 - Nº 2580.",,"DECRETO MUNICIPAL Nº 011, DE 20 DE MARÇO DE 2020; Código Identificador: CWHXIZED0; Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 24/03/2020 - Nº 2575.",,"DECRETO MUNICIPAL Nº 012, DE 24 DE MARÇO DE 2020; Código Identificador: 0XYAAGWVU; Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 25/03/2020 - Nº 2576. ",,"DECRETO MUNICIPAL Nº 011, DE 20 DE MARÇO DE 2020; Código Identificador: CWHXIZED0; Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 24/03/2020 - Nº 2575.",,"DECRETO MUNICIPAL Nº 011, DE 20 DE MARÇO DE 2020; Código Identificador: CWHXIZED0; Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 24/03/2020 - Nº 2575.",,NA,,NA,,,,https://www.facebook.com/prefeituradenovoairao/videos/495188514495112/,,NA,,"DECRETO MUNICIPAL Nº 013, DE 30 DE MARÇO DE 2020; Código Identificador: S69JEOTQ5; Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 31/03/2020 - Nº 2580.",,NA,,https://www.facebook.com/prefeituradenovoairao/posts/2291566237810511,,NA,,https://www.facebook.com/prefeituradenovoairao/videos/495188514495112/,,https://www.facebook.com/prefeituradenovoairao/posts/2290789297888205; https://www.facebook.com/prefeituradenovoairao/posts/2296520023981799,,NA,,NA,,"DECRETO MUNICIPAL Nº 013, DE 30 DE MARÇO DE 2020; Código Identificador: S69JEOTQ5; Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 31/03/2020 - Nº 2580.",,,,
AM,Tefé,1304203,1,data_comeco,4/28/2020,3/23/2020,,3/19/2020,,NA,,4/22/2020,,3/18/2020,,3/30/2020,,,,3/18/2020,,4/13/2020,,NA,,3/30/2020,,4/19/2020,,NA,,4/13/2020,,NA,,3/21/2020,,NA,,,,,,4/22/2020,,,,4/13/2020,,,,
AM,Tefé,1304203,1,data_fim,4/28/2020,4/30/2020,,,,NA,,,,4/18/2020,,,,,,4/18/2020,,4/28/2020,,NA,,,,,,NA,,4/30/2020,,NA,,,,NA,,,,,,,,,,,,,,
AM,Tefé,1304203,1,fonte,4/28/2020,https://tefe.am.gov.br/prefeito-normando-bessa-decreta-suspensao-das-aulas-em-tefe-para-conter-disseminacao-do-covid-19/,,"Decreto 42.087, de 19 de março de 2020; <https://anec.org.br/wp-content/uploads/2020/03/19.03-DO-Amazonas.pdf>",,https://www.altillo.com/pt/universidades/brasil/estado/amazonas.asp,,DECRETO MUNICIPAL Nº 291 DE 20 DE ABRIL DE 2020; Código Identificador: XO707B0HU; Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 22/04/2020 - Nº 2594.,,"DECRETO MUNICIPAL Nº 238, DE 18 DE MARÇO DE 2020; Código Identificador: PXKOBX9ST;Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 19/03/2020 - Nº 2572.
",,DECRETO MUNICIPAL Nº 254 DE 30 DE MARÇO DE 2020; Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 31/03/2020 - Nº 2580. ,,,,"DECRETO MUNICIPAL Nº 238, DE 18 DE MARÇO DE 2020; Código Identificador: PXKOBX9ST;Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 19/03/2020 - Nº 2572.
",,"DECRETO MUNICIPAL Nº 285, DE 13 DE ABRIL DE 2020; Código Identificador: E6Y2HB7N8;  Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 14/04/2020",,NA,,DECRETO MUNICIPAL Nº 254 DE 30 DE MARÇO DE 2020; Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 31/03/2020 - Nº 2580. ,,https://radaramazonico.com.br/apos-recomendacao-do-dpe-escolas-do-interior-fornecerao-merenda-escolar-durante-pandemia/,,NA,,"DECRETO MUNICIPAL Nº 285, DE 13 DE ABRIL DE 2020;  Código Identificador: E6Y2HB7N8; Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 14/04/2020 ",,NA,,https://tefe.am.gov.br/tefe-secretaria-municipal-de-saude-dara-inicio-a-campanha-de-vacinacao-contra-a-gripe-h1n1/,,NA,,,,,,DECRETO MUNICIPAL Nº 291 DE 20 DE ABRIL DE 2020; Código Identificador: XO707B0HU; Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 22/04/2020 - Nº 2594.,,,,"DECRETO MUNICIPAL Nº 285, DE 13 DE ABRIL DE 2020; Código Identificador: E6Y2HB7N8;  Matéria publicada no Diário Oficial dos Municípios do Estado do Amazonas no dia 14/04/2020",,,,
RR,Alto Alegre,1400050,1,data_comeco,4/22/2020,3/17/2020,,3/17/2020,,NA,,3/23/2020,,3/23/2020,,NA,,3/23/2020,,3/17/2020,,3/23/2020,,4/8/2020,,3/16/2020,,NA,,NA,,NA,,NA,,3/24/2020,,NA,,4/9/2020,,3/22/2020,,NA,,3/17/2020,,NA,,,,
RR,Alto Alegre,1400050,1,data_fim,4/22/2020,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,NA,,,,NA,,,,
RR,Alto Alegre,1400050,1,fonte,4/22/2020,https://folhabv.com.br/noticia/CIDADES/Capital/Governo-e-Prefeitura-determinam-suspensao-de-Calendario-escolar-/63801,,https://folhabv.com.br/noticia/CIDADES/Capital/Governo-e-Prefeitura-determinam-suspensao-de-Calendario-escolar-/63801,,,,https://www.legisweb.com.br/legislacao/?id=391415,,https://www.legisweb.com.br/legislacao/?id=391415,,,,https://www.legisweb.com.br/legislacao/?id=391415,,https://folhabv.com.br/noticia/CIDADES/Capital/Governo-e-Prefeitura-determinam-suspensao-de-Calendario-escolar-/63801,,https://www.legisweb.com.br/legislacao/?id=391415,,https://folhabv.com.br/noticia/CIDADES/Capital/Prefeitura-coloca-barreiras-sanitarias-nas-entradas-de-Alto-Alegre/64498,,https://www.facebook.com/prefeituradealtoalegre/photos/a.206034799867894/886035658534468/?type=3&theater,,,,,,,,,,https://www.facebook.com/prefeituradealtoalegre/photos/pcb.892398724564828/892398594564841/?type=3&theater,,,,https://www.facebook.com/prefeituradealtoalegre/photos/pcb.904133783391322/904133500058017/?type=3&theater,,https://www.facebook.com/prefeituradealtoalegre/photos/a.206034799867894/890694584735242/?type=3&theater,,,,https://folhabv.com.br/noticia/CIDADES/Capital/Governo-e-Prefeitura-determinam-suspensao-de-Calendario-escolar-/63801,,,,,,
PA,Ananindeua,1500800,1,data_comeco,4/19/2020,3/18/2020,,3/18/2020,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,3/22/2020,,,,NA,,NA,,NA,,,,NA,,NA,,3/22/2020,,NA,,NA,,NA,,,,Higienização do transporte público após cada viagem (24/03)
PA,Ananindeua,1500800,1,data_fim,4/19/2020,,,5/6/2020,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,
PA,Ananindeua,1500800,1,fonte,4/19/2020,https://www.facebook.com/ananindeuapma/photos/a.1783926258487696/2562756793937968/; https://www.oliberal.com/belem/ananindeua-tambem-suspende-aulas-da-rede-municipal-1.250088,,"Decreto Nº 609, de 16 de março de 2020; https://www.sistemas.pa.gov.br/sisleis/legislacao/5444; https://agenciapara.com.br/noticia/18460/; https://www.diarioonline.com.br/noticias/para/584309/governo-do-estado-antecipa-ferias-escolares-devido-a-covid-19",,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,https://www.facebook.com/ananindeuapma/photos/a.1783926258487696/2566962070184107/?type=3&theater,,,,NA,,NA,,NA,,,,NA,,NA,,https://www.facebook.com/ananindeuapma/photos/a.1783926258487696/2566962070184107/?type=3&theater,,NA,,NA,,NA,,,,
PA,Cametá,1502103,#N/A,data_comeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Cametá,1502103,#N/A,data_fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Cametá,1502103,#N/A,fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Canaã dos Carajás,1502152,#N/A,data_comeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Canaã dos Carajás,1502152,#N/A,data_fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Canaã dos Carajás,1502152,#N/A,fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Marituba,1504422,#N/A,data_comeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Marituba,1504422,#N/A,data_fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Marituba,1504422,#N/A,fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Rondon do Pará,1506187,#N/A,data_comeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Rondon do Pará,1506187,#N/A,data_fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Rondon do Pará,1506187,#N/A,fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,São Miguel do Guamá,1507607,#N/A,data_comeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,São Miguel do Guamá,1507607,#N/A,data_fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,São Miguel do Guamá,1507607,#N/A,fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,Palmas,1721000,1,data_comeco,5/17/2020,3/18/2020,,3/19/2020,,,,3/22/2020,,3/19/2020,,,,3/22/2020,,3/16/2020,,,,,,,,3/23/2020,,,,,,3/13/2020,,,,4/3/2020,,3/30/2020,,3/12/2020,,,,3/22/2020,,,,,,
TO,Palmas,1721000,1,data_fim,4/20/2020,5/29/2020,,,,,,,,NA,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,
TO,Palmas,1721000,1,fonte,4/20/2020,"DECRETO Nº 1.859, DE 18 DE MARÇO DE 2020.",,Decreto n°6.065 de 13 de março de 2020.,,,,https://www.legisweb.com.br/legislacao/?id=391319,,https://www.palmas.to.gov.br/secretaria/saude/noticia/1513050/coronavirus-visitacao-do-publico-no-parque-cesamar-e-suspensa-por-tempo-indeterminado/,,,,https://www.legisweb.com.br/legislacao/?id=391319,,https://www.palmas.to.gov.br/secretaria/saude/noticia/1513014/comunicado-cancelamento-do-i-workshop-de-farmacologia-clinica/,,,,,,,,https://gazetadocerrado.com.br/alunos-em-situacao-de-vulnerabilidade-em-palmas-vao-receber-alimentacao-em-casa-determina-decreto-de-cinthia/,,,,,,https://www.palmas.to.gov.br/secretaria/saude/noticia/1513015/semus-monitora-grupo-de-palmenses-que-retornou-de-viagem-ao-exterior/,,,,https://g1.globo.com/to/tocantins/noticia/2020/04/03/tropa-especializada-do-exercito-faz-desinfeccao-de-estacoes-de-onibus-em-palmas.ghtml,,https://www.jornaldotocantins.com.br/editorias/vida-urbana/governo-distribui-cestas-b%C3%A1sicas-para-popula%C3%A7%C3%A3o-idosa-nesta-semana-1.2025514,,https://www.palmas.to.gov.br/secretaria/saude/noticia/1512993/coronavirus-divulgadas-novas-orientacoes-a-populacao-apos-oms-declarar-situacao-de-pandemia-semus-monitora-casos-suspeitos/; https://www.palmas.to.gov.br/secretaria/saude/noticia/1513132/isolamento-social-estabelecido-em-palmas-e-recomendado-para-evitar-colapso-do-sistema-de-saude/,,,,https://www.legisweb.com.br/legislacao/?id=391319; https://g1.globo.com/to/tocantins/noticia/2020/04/03/prefeitura-de-palmas-apaga-luzes-de-areas-publicas-para-evitar-aglomeracoes.ghtml,,,,,,
PI,Bom Princípio do Piauí,2201919,#N/A,data_comeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,Bom Princípio do Piauí,2201919,#N/A,data_fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,Bom Princípio do Piauí,2201919,#N/A,fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
